pl_name,hostname,pl_rade,st_teff,st_rad,st_mass,rastr,ra,decstr,dec,sy_dist
TOI-3135 b,TOI-3135,13.65253849,5890.00,0.985000,1.044000,13h51m26.21s,207.8592276,-69d46m21.23s,-69.7725635,221.67300000
HATS-25 b,HATS-25,14.12334000,5715.00,1.107000,0.994000,13h51m37.84s,207.9076746,-23d46m52.47s,-23.7812403,471.15800000
TOI-5713 b,TOI-5713,1.77000000,3225.00,0.299200,0.265300,13h53m50.10s,208.4587323,+52d36m09.95s,52.6027628,40.86680000
HIP 67851 b,HIP 67851,13.70000000,4840.00,5.450000,1.280000,13h53m51.69s,208.4653640,-35d18m52.75s,-35.3146536,64.11810000
HIP 67851 c,HIP 67851,12.70000000,4840.00,5.450000,1.280000,13h53m51.69s,208.4653640,-35d18m52.75s,-35.3146536,64.11810000
K2-99 b,K2-99,11.88151954,6069.00,2.550000,1.440000,13h55m05.70s,208.7737624,-05d26m32.98s,-5.4424943,519.22900000
K2-99 c,K2-99,12.60000000,6069.00,2.550000,1.440000,13h55m05.70s,208.7737624,-05d26m32.98s,-5.4424943,519.22900000
HATS-7 b,HATS-7,6.31066700,4985.00,0.815000,0.849000,13h55m25.62s,208.8567465,-21d12m28.29s,-21.2078587,240.70700000
K2-199 b,K2-199,1.73000000,4491.00,0.682000,0.711000,13h55m36.35s,208.9014508,-06d08m09.90s,-6.1360833,107.51800000
K2-199 c,K2-199,2.85000000,4491.00,0.682000,0.711000,13h55m36.35s,208.9014508,-06d08m09.90s,-6.1360833,107.51800000
WASP-15 b,WASP-15,15.80469000,6300.00,1.480000,1.180000,13h55m42.72s,208.9280111,-32d09m34.96s,-32.1597118,282.09100000
TOI-3919 b,TOI-3919,12.31866979,6100.00,1.319000,1.208000,13h55m46.74s,208.9447534,+40d23m30.50s,40.3918061,604.59100000
TOI-1174 b,TOI-1174,2.56200000,5030.00,0.760000,0.850000,13h56m52.12s,209.2171751,+68d37m05.56s,68.6182106,94.63750000
HD 121504 b,HD 121504,13.60000000,6027.00,1.070000,1.620000,13h57m16.78s,209.3199062,-56d02m25.47s,-56.0404085,41.65920000
HAT-P-12 b,HAT-P-12,10.74900000,4650.00,0.701000,0.733000,13h57m33.27s,209.3886452,+43d29m35.92s,43.4933100,142.75100000
Gaia-4 b,Gaia-4,12.40000000,4034.00,0.624000,0.644000,13h58m01.53s,209.5063762,+31d41m43.76s,31.6954898,73.48290000
WASP-184 b,WASP-184,14.90797000,6000.00,1.650000,1.230000,13h58m04.08s,209.5170100,-30d20m53.35s,-30.3481530,663.23100000
WASP-131 b,WASP-131,13.74221034,5990.00,1.561000,1.060000,14h00m46.46s,210.1935714,-30d35m00.99s,-30.5836084,200.07500000
GJ 536 b,GJ 536,2.41000000,3641.00,0.529000,0.528000,14h01m02.33s,210.2597264,-02d39m08.24s,-2.6522901,10.40920000
GJ 536 c,GJ 536,2.30000000,3641.00,0.529000,0.528000,14h01m02.33s,210.2597264,-02d39m08.24s,-2.6522901,10.40920000
HD 122562 c,HD 122562,10.10000000,4956.00,2.166270,1.241000,14h02m21.29s,210.5886904,+20d52m51.70s,20.8810286,53.25280000
EPIC 212624936 b,EPIC 212624936,1.20000000,5765.00,0.930000,1.000000,14h02m33.03s,210.6376171,-10d01m25.27s,-10.0236852,561.92900000
EPIC 212624936 c,EPIC 212624936,2.30000000,5765.00,0.930000,1.000000,14h02m33.03s,210.6376171,-10d01m25.27s,-10.0236852,561.92900000
TOI-4559 b,TOI-4559,1.41500000,3558.00,0.374000,0.392000,14h04m03.25s,211.0135378,-30d00m50.85s,-30.0141252,31.63540000
TOI-1798.01,TOI-1798,2.44800000,5165.00,0.780000,0.870000,14h04m22.54s,211.0939367,+46d31m09.42s,46.5192825,113.18100000
TOI-1798.02,TOI-1798,1.46400000,5165.00,0.780000,0.870000,14h04m22.54s,211.0939367,+46d31m09.42s,46.5192825,113.18100000
TOI-1853 b,TOI-1853,3.46000000,4985.00,0.808000,0.837000,14h05m50.24s,211.4593468,+16d59m32.53s,16.9923703,165.10500000
PDS 70 b,PDS 70,30.48848000,3972.00,1.260000,0.760000,14h08m10.11s,212.0421402,-41d23m52.95s,-41.3980405,113.06400000
PDS 70 c,PDS 70,22.86636000,3972.00,1.260000,0.760000,14h08m10.11s,212.0421402,-41d23m52.95s,-41.3980405,113.06400000
HD 124330 b,HD 124330,14.00000000,5873.00,1.304460,1.150000,14h11m16.97s,212.8207093,+54d24m32.30s,54.4089731,60.19770000
TOI-1782.01,TOI-1782,2.36800000,4336.00,0.669000,0.680000,14h12m18.91s,213.0787718,+74d24m42.45s,74.4117909,95.26490000
TOI-1782.02,TOI-1782,1.83900000,4336.00,0.669000,0.680000,14h12m18.91s,213.0787718,+74d24m42.45s,74.4117909,95.26490000
HAT-P-44 b,HAT-P-44,13.92200000,5295.00,0.949000,0.942000,14h12m34.53s,213.1438604,+47d00m53.22s,47.0147826,347.85000000
HAT-P-44 c,HAT-P-44,13.00000000,5295.00,0.949000,0.942000,14h12m34.53s,213.1438604,+47d00m53.22s,47.0147826,347.85000000
HAT-P-26 b,HAT-P-26,7.06167000,5079.00,0.870000,1.120000,14h12m37.57s,213.1565508,+04d03m33.90s,4.0594175,141.83700000
WASP-185 b,WASP-185,14.01125000,5900.00,1.500000,1.120000,14h16m14.30s,214.0595791,-19d32m32.30s,-19.5423062,279.35000000
TOI-1273 b,TOI-1273,11.09689089,5690.00,1.060000,1.060000,14h16m29.01s,214.1208564,+58d23m24.91s,58.3902534,177.11800000
HD 125390 b,HD 125390,11.90000000,4882.00,6.470000,1.820000,14h18m09.30s,214.5387463,+38d58m00.89s,38.9669132,153.64700000
TOI-1180 b,TOI-1180,3.07200000,4738.00,0.730000,0.750000,14h18m13.39s,214.5557741,+82d11m37.55s,82.1937642,72.02380000
WASP-16 b,WASP-16,13.67498000,5700.00,1.140000,1.780000,14h18m43.92s,214.6830109,-20d16m31.57s,-20.2754374,194.13400000
NGTS-2 b,NGTS-2,17.87835500,6478.00,1.702000,1.640000,14h20m29.46s,215.1227617,-31d12m07.45s,-31.2020698,356.39100000
HD 125612 b,HD 125612,13.20000000,5900.00,1.070000,1.050000,14h20m53.45s,215.2227183,-17d28m54.53s,-17.4818147,57.62070000
HD 125612 c,HD 125612,4.07000000,5900.00,1.070000,1.050000,14h20m53.45s,215.2227183,-17d28m54.53s,-17.4818147,57.62070000
HD 125612 d,HD 125612,12.70000000,5900.00,1.070000,1.050000,14h20m53.45s,215.2227183,-17d28m54.53s,-17.4818147,57.62070000
HD 125595 b,HD 125595,2.40000000,4691.00,0.740000,0.290000,14h21m22.42s,215.3434326,-40d23m39.28s,-40.3942443,28.19890000
TOI-3912 b,TOI-3912,14.28024141,5725.00,1.392000,1.088000,14h23m12.36s,215.8014956,+24d04m35.63s,24.0765639,465.99200000
KELT-18 b,KELT-18,17.59813000,6670.00,1.908000,1.524000,14h26m05.72s,216.5238248,+59d26m39.38s,59.4442735,321.37600000
HD 125271 b,HD 125271,12.40000000,4703.93,0.751364,0.750000,14h26m35.38s,216.6474037,-81d27m15.39s,-81.4542756,39.34660000
HD 126614 b,HD 126614,12.70000000,5568.00,1.369794,0.960000,14h26m48.12s,216.7005171,-05d10m42.27s,-5.1784093,73.09610000
HD 126525 b,HD 126525,10.30000000,5638.00,0.979000,0.897000,14h27m32.46s,216.8852514,-51d55m58.48s,-51.9329118,37.65060000
TOI-1416 b,TOI-1416,1.62000000,4884.00,0.793000,0.798000,14h27m41.64s,216.9234892,+41d57m10.75s,41.9529862,55.01350000
24 Boo b,24 Boo,13.90000000,4816.00,12.190000,1.050000,14h28m37.33s,217.1555242,+49d50m40.74s,49.8446488,95.98630000
WASP-39 b,WASP-39,14.33631100,5485.00,0.939000,0.913000,14h29m18.40s,217.3266477,-03d26m40.20s,-3.4444994,213.98200000
HIP 70849 b,HIP 70849,12.90000000,4105.00,0.633112,0.650000,14h29m18.50s,217.3270762,-46d27m52.86s,-46.4646840,24.05720000
TOI-2076 b,TOI-2076,2.39000000,5201.00,0.774000,0.883000,14h29m34.08s,217.3920159,+39d47m25.44s,39.7903991,41.90910000
TOI-2076 c,TOI-2076,3.69441587,5192.00,0.796000,0.855700,14h29m34.08s,217.3920159,+39d47m25.44s,39.7903991,41.90910000
TOI-2076 d,TOI-2076,3.43087751,5192.00,0.796000,0.855700,14h29m34.08s,217.3920159,+39d47m25.44s,39.7903991,41.90910000
TOI-2076 e,TOI-2076,1.35500000,5192.00,0.796000,0.855700,14h29m34.08s,217.3920159,+39d47m25.44s,39.7903991,41.90910000
Proxima Cen b,Proxima Cen,1.02000000,2900.00,0.141000,0.122100,14h29m34.43s,217.3934657,-62d40m34.26s,-62.6761821,1.30119000
Proxima Cen d,Proxima Cen,0.69200000,2900.00,0.141000,0.122100,14h29m34.43s,217.3934657,-62d40m34.26s,-62.6761821,1.30119000
WASP-132 b,WASP-132,10.09929161,4686.00,0.758000,0.789000,14h30m26.21s,217.6091998,-46d09m34.26s,-46.1595160,122.91000000
WASP-132 c,WASP-132,1.84100000,4686.00,0.758000,0.789000,14h30m26.21s,217.6091998,-46d09m34.26s,-46.1595160,122.91000000
WASP-132 d,WASP-132,12.80000000,4686.00,0.758000,0.789000,14h30m26.21s,217.6091998,-46d09m34.26s,-46.1595160,122.91000000
NGTS-26 b,NGTS-26,14.88552637,5550.00,1.160000,0.960000,14h30m43.99s,217.6832961,-31d43m56.83s,-31.7324526,1093.69000000
HD 127506 b,HD 127506,5.67000000,4595.32,0.735766,0.730000,14h30m44.37s,217.6848544,+35d27m16.58s,35.4546059,22.52790000
TOI-4087 b,TOI-4087,13.04725353,6060.00,1.112000,1.178000,14h31m42.19s,217.9257785,+83d22m21.74s,83.3727061,301.67600000
HIP 71135 b,HIP 71135,4.55000000,4146.00,0.681296,0.660000,14h32m51.79s,218.2158073,-52d38m47.31s,-52.6464757,32.33110000
WASP-14 b,WASP-14,15.46842000,6475.00,1.400000,1.620000,14h33m06.39s,218.2766247,+21d53m40.87s,21.8946875,161.99700000
HN Lib b,HN Lib,2.20000000,3347.00,0.299000,0.291000,14h34m16.44s,218.5684823,-12d31m01.22s,-12.5170062,6.24442000
HD 128311 b,HD 128311,13.50000000,4965.00,0.760000,0.828000,14h36m00.78s,219.0032292,+09d44m43.57s,9.7454368,16.32920000
HD 128311 c,HD 128311,13.00000000,4965.00,0.760000,0.828000,14h36m00.78s,219.0032292,+09d44m43.57s,9.7454368,16.32920000
HD 128356 b,HD 128356,13.90000000,4875.00,0.850000,0.650000,14h37m04.87s,219.2702793,-25d48m11.42s,-25.8031728,26.15480000
b Cen AB b,b Cen A,12.40000000,,,5.500000,14h41m57.55s,220.4897992,-37d47m37.08s,-37.7936323,98.09350000
NGTS-5 b,NGTS-5,12.73342400,4987.00,0.739000,0.661000,14h44m13.98s,221.0582692,+05d36m19.34s,5.6053735,306.77900000
HD 129445 b,HD 129445,13.30000000,5646.00,1.175816,0.990000,14h46m02.50s,221.5104196,-68d45m46.76s,-68.7629901,67.43860000
HD 130322 b,HD 130322,13.70000000,5387.00,0.850000,0.920000,14h47m32.59s,221.8857975,-00d16m55.48s,-0.2820782,31.87660000
WASP-37 b,WASP-37,13.00200000,5800.00,1.003000,0.925000,14h47m46.53s,221.9438866,+01d03m54.08s,1.0650227,392.79100000
TOI-824 b,TOI-824,2.92600000,4600.00,0.695000,0.710000,14h48m39.71s,222.1654705,-57d35m19.92s,-57.5888666,63.92620000
Qatar-6 b,Qatar-6,11.90395800,5052.00,0.722000,0.822000,14h48m50.42s,222.2100773,+22d09m09.41s,22.1526136,100.84800000
bet UMi b,bet UMi,12.70000000,4126.00,38.300000,1.400000,14h50m42.36s,222.6764950,+74d09m19.97s,74.1555480,38.77472000
HAT-P-27 b,HAT-P-27,11.43000000,5316.00,0.864673,0.916000,14h51m04.16s,222.7673221,+05d56m50.51s,5.9473626,199.17300000
TOI-1294 b,TOI-1294,10.12369881,5718.00,1.556600,1.157800,14h52m22.23s,223.0926408,+70d28m35.61s,70.4765573,332.64800000
TOI-1294 c,TOI-1294,14.30000000,5718.00,1.556600,1.157800,14h52m22.23s,223.0926408,+70d28m35.61s,70.4765573,332.64800000
HD 131496 b,HD 131496,13.40000000,4846.00,4.440000,1.340000,14h53m23.08s,223.3461495,+18d14m06.94s,18.2352618,131.84900000
TOI-5238 b,TOI-5238,5.22000000,5631.00,1.022830,1.000000,14h53m26.13s,223.3588909,+68d51m34.10s,68.8594720,290.64600000
WASP-192 b,WASP-192,13.78707000,5910.00,1.320000,1.090000,14h54m38.09s,223.6587187,-38d44m40.37s,-38.7445469,508.88500000
WASP-57 b,WASP-57,11.76945000,5600.00,0.927000,0.886000,14h55m16.79s,223.8199788,-02d03m27.67s,-2.0576866,398.27600000
NGTS-32 b,NGTS-32,15.91675259,5680.00,1.850000,1.070000,14h55m25.83s,223.8576228,-18d25m56.35s,-18.4323191,837.45700000
8 UMi b,8 UMi,13.60000000,4847.00,10.300000,1.440000,14h56m48.40s,224.2016850,+74d54m03.38s,74.9009379,162.55200000
HD 132406 b,HD 132406,12.80000000,5766.00,1.340000,0.973000,14h56m54.63s,224.2276121,+53d22m51.46s,53.3809615,70.78320000
TIC 88785435 b,TIC 88785435,5.03000000,3998.00,0.911000,0.724000,14h57m08.13s,224.2838576,-30d52m48.10s,-30.8800273,122.38600000
TOI-3976 A b,TOI-3976 A,12.27383387,5975.00,1.501000,1.254000,14h57m25.44s,224.3560083,+44d16m27.56s,44.2743223,516.08700000
TOI-3160 A b,TOI-3160 A,13.76462830,6190.00,1.346000,1.088000,14h58m15.81s,224.5658555,-27d40m57.18s,-27.6825503,567.67800000
HD 132563 b,HD 132563,13.60000000,6289.00,1.295770,1.231000,14h58m21.43s,224.5892892,+44d02m34.29s,44.0428571,105.15500000
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,12.40000000,580.50,,0.021000,14h58m29.00s,224.6208333,+10d13m43.0s,10.2286111,23.10000000
WASP-113 b,WASP-113,15.79348100,5890.00,1.608000,1.318000,14h59m29.49s,224.8728589,+46d57m36.36s,46.9600996,435.15600000
TOI-836 b,TOI-836,1.70400000,4552.00,0.665000,0.678000,15h00m19.17s,225.0798831,-24d27m15.13s,-24.4542022,27.50240000
TOI-836 c,TOI-836,2.58700000,4552.00,0.665000,0.678000,15h00m19.17s,225.0798831,-24d27m15.13s,-24.4542022,27.50240000
WASP-189 b,WASP-189,18.14733975,8000.00,2.360000,2.030000,15h02m44.82s,225.6867320,-03d01m53.35s,-3.0314874,99.73100000
TOI-6628 b,TOI-6628,10.98480109,5463.00,1.010000,0.970000,15h03m20.89s,225.8370504,-35d13m50.09s,-35.2305793,320.52700000
HD 133131 A b,HD 133131 A,13.60000000,5799.00,0.955014,0.950000,15h03m35.63s,225.8984524,-27d50m35.29s,-27.8431369,51.47360000
HD 133131 A c,HD 133131 A,14.30000000,5799.00,0.955014,0.950000,15h03m35.63s,225.8984524,-27d50m35.29s,-27.8431369,51.47360000
HD 133131 B b,HD 133131 B,13.30000000,5805.00,0.989538,0.930000,15h03m35.99s,225.8999745,-27d50m29.74s,-27.8415947,51.29930000
TOI-5386 A b,TOI-5386 A,14.70618268,6094.00,1.245000,1.165000,15h04m25.66s,226.1069193,+60d32m10.43s,60.5362318,394.48600000
TOI-3984 A b,TOI-3984 A,7.90000000,3476.00,0.470000,0.490000,15h05m20.92s,226.3371468,+36d47m13.11s,36.7869747,108.88300000
TOI-1860 b,TOI-1860,1.31000000,5752.00,0.940000,0.990000,15h05m49.62s,226.4567308,+64d02m51.66s,64.0476821,45.86400000
WASP-24 b,WASP-24,15.46842000,6075.00,1.420000,1.430000,15h08m51.72s,227.2154975,+02d20m35.83s,2.3432860,322.11400000
WASP-178 b,WASP-178,20.28829000,9360.00,1.670000,2.070000,15h09m04.88s,227.2703290,-42d42m17.88s,-42.7049658,427.67800000
TIC 257060897 b,TIC 257060897,17.26183028,5993.00,1.863000,1.187000,15h10m07.72s,227.5321527,+72d42m37.13s,72.7103128,505.70300000
TOI-905 b,TOI-905,13.12573900,5570.00,0.918000,0.968000,15h10m38.08s,227.6586754,-71d21m41.87s,-71.3616316,158.64900000
HD 134060 b,HD 134060,3.16000000,5966.00,1.164285,1.095000,15h10m44.34s,227.6847587,-61d25m20.55s,-61.4223747,24.01250000
HD 134060 c,HD 134060,5.91000000,5966.00,1.164285,1.095000,15h10m44.34s,227.6847587,-61d25m20.55s,-61.4223747,24.01250000
K2-240 b,K2-240,2.00000000,3810.00,0.540000,0.580000,15h11m23.85s,227.8493710,-17d52m31.61s,-17.8754464,72.91050000
K2-240 c,K2-240,1.80000000,3810.00,0.540000,0.580000,15h11m23.85s,227.8493710,-17d52m31.61s,-17.8754464,72.91050000
HD 135694 b,HD 135694,2.85700000,5712.00,1.080000,1.020000,15h11m28.29s,227.8678636,+71d50m28.67s,71.8412965,73.87130000
K2-408 b,K2-408,1.67700000,5335.00,0.784000,0.813000,15h11m40.05s,227.9168555,-17d41m03.37s,-17.6842698,162.30600000
K2-315 b,K2-315,0.95000000,3300.00,0.196000,0.174000,15h12m05.06s,228.0210932,-20d06m29.39s,-20.1081634,56.96860000
EPIC 249893012 b,EPIC 249893012,1.95000000,5430.00,1.710000,1.050000,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,321.29600000
EPIC 249893012 c,EPIC 249893012,3.67000000,5430.00,1.710000,1.050000,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,321.29600000
EPIC 249893012 d,EPIC 249893012,3.94000000,5430.00,1.710000,1.050000,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,321.29600000
HD 134987 b,HD 134987,13.50000000,5736.00,1.220000,1.100000,15h13m28.21s,228.3675397,-25d18m34.82s,-25.3096721,26.18040000
HD 134987 c,HD 134987,13.90000000,5585.00,1.250000,1.100000,15h13m28.21s,228.3675397,-25d18m34.82s,-25.3096721,26.18040000
K2-409 b,K2-409,2.48200000,5742.00,1.228000,0.886000,15h13m49.23s,228.4551125,-16d21m04.67s,-16.3512966,431.03100000
K2-317 b,K2-317,2.93000000,3387.00,0.379000,0.403000,15h14m28.53s,228.6188638,-21d01m21.80s,-21.0227209,176.29100000
HD 134606 b,HD 134606,2.97000000,5576.00,1.158000,1.046000,15h15m14.49s,228.8103897,-70d31m13.20s,-70.5203328,26.79090000
HD 134606 c,HD 134606,3.37000000,5576.00,1.158000,1.046000,15h15m14.49s,228.8103897,-70d31m13.20s,-70.5203328,26.79090000
HD 134606 d,HD 134606,7.59000000,5576.00,1.158000,1.046000,15h15m14.49s,228.8103897,-70d31m13.20s,-70.5203328,26.79090000
HD 134606 e,HD 134606,1.33000000,5576.00,1.158000,1.046000,15h15m14.49s,228.8103897,-70d31m13.20s,-70.5203328,26.79090000
HD 134606 f,HD 134606,2.24000000,5576.00,1.158000,1.046000,15h15m14.49s,228.8103897,-70d31m13.20s,-70.5203328,26.79090000
HD 135344 A b,HD 135344 A,16.25302201,9540.00,1.500000,2.320000,15h15m48.92s,228.9538416,-37d08m56.10s,-37.1489176,141.59500000
11 UMi b,11 UMi,12.30000000,4213.00,29.790000,2.780000,15h17m05.90s,229.2745954,+71d49m26.19s,71.8239428,125.32100000
HD 135872 b,HD 135872,12.80000000,4992.00,3.930380,1.646000,15h17m41.13s,229.4213643,-05d12m08.90s,-5.2024735,82.42510000
HD 135625 b,HD 135625,13.30000000,6040.64,1.357430,1.280000,15h17m48.28s,229.4511514,-45d55m21.31s,-45.9225871,56.51800000
HIP 74890 b,HIP 74890,13.30000000,4850.00,5.770000,1.740000,15h18m17.16s,229.5714974,-41d25m15.95s,-41.4210961,78.65620000
HD 136118 b,HD 136118,12.30000000,6097.00,1.677540,1.180000,15h18m55.35s,229.7306046,-01d35m32.25s,-1.5922913,51.43590000
HD 136418 b,HD 136418,13.30000000,4989.00,3.780000,1.480000,15h19m06.15s,229.7756438,+41d43m56.72s,41.7324230,105.16800000
TOI-2018 b,TOI-2018,2.26800000,4174.00,0.620000,0.570000,15h19m20.99s,229.8374423,+29d12m28.36s,29.2078771,27.99560000
GJ 581 b,GJ 581,4.79000000,3500.00,0.302000,0.295000,15h19m25.55s,229.8564725,-07d43m21.70s,-7.7226935,6.29810000
GJ 581 c,GJ 581,2.50000000,3500.00,0.302000,0.295000,15h19m25.55s,229.8564725,-07d43m21.70s,-7.7226935,6.29810000
GJ 581 e,GJ 581,1.38000000,3500.00,0.302000,0.295000,15h19m25.55s,229.8564725,-07d43m21.70s,-7.7226935,6.29810000
HAT-P-4 b,HAT-P-4,14.28000000,5860.00,1.596000,1.248000,15h19m57.89s,229.9912200,+36d13m46.36s,36.2295450,320.45100000
omi CrB b,omi CrB,13.70000000,4769.00,11.870000,1.300000,15h20m08.42s,230.0350768,+29d36m57.68s,29.6160222,84.78830000
HIP 75092 b,HIP 75092,13.50000000,4891.00,4.530000,1.280000,15h20m41.38s,230.1724206,-25d59m27.79s,-25.9910525,81.66960000
HD 136352 b,HD 136352,1.66400000,5664.00,1.058000,0.870000,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.68200000
HD 136352 c,HD 136352,2.91600000,5664.00,1.058000,0.870000,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.68200000
HD 136352 d,HD 136352,2.56200000,5664.00,1.058000,0.870000,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.68200000
K2-233 b,K2-233,1.31500000,4796.00,0.710000,0.790000,15h21m55.18s,230.4799011,-20d13m54.47s,-20.2317975,67.50620000
K2-233 c,K2-233,1.27200000,4796.00,0.710000,0.790000,15h21m55.18s,230.4799011,-20d13m54.47s,-20.2317975,67.50620000
K2-233 d,K2-233,2.36300000,4796.00,0.710000,0.790000,15h21m55.18s,230.4799011,-20d13m54.47s,-20.2317975,67.50620000
HD 136925 b,HD 136925,13.90000000,5773.19,1.193078,0.875104,15h22m51.78s,230.7157509,+13d21m58.72s,13.3663117,47.87400000
K2-406 b,K2-406,4.60200000,5784.00,0.961000,0.798000,15h23m32.93s,230.8872242,-25d22m14.21s,-25.3706149,85.37510000
Ross 508 b,Ross 508,1.83000000,3071.00,0.211300,0.177400,15h23m50.71s,230.9613022,+17d27m37.92s,17.4605347,11.21030000
iot Dra b,iot Dra,12.40000000,4504.00,11.790000,1.540000,15h24m55.76s,231.2323227,+58d57m58.11s,58.9661403,31.32832000
iot Dra c,iot Dra,12.20000000,4504.00,11.790000,1.540000,15h24m55.76s,231.2323227,+58d57m58.11s,58.9661403,31.32832000
HD 137496 b,HD 137496,1.31000000,5799.00,1.590000,1.040000,15h26m58.09s,231.7420543,-16d30m32.41s,-16.5090014,155.31700000
HD 137496 c,HD 137496,12.60000000,5799.00,1.590000,1.040000,15h26m58.09s,231.7420543,-16d30m32.41s,-16.5090014,155.31700000
TOI-2015 b,TOI-2015,3.30900000,3297.00,0.327300,0.304100,15h28m31.84s,232.1326528,+27d21m39.86s,27.3610730,47.34440000
TOI-2015 c,TOI-2015,2.93000000,3297.00,0.327300,0.304100,15h28m31.84s,232.1326528,+27d21m39.86s,27.3610730,47.34440000
KELT-23 A b,KELT-23 A,14.82950700,5899.00,0.996000,0.944000,15h28m35.19s,232.1466406,+66d21m31.35s,66.3587097,126.26100000
K2-318 b,K2-318,1.66000000,3851.00,0.552000,0.561000,15h29m47.07s,232.4461375,-17d33m26.87s,-17.5574630,147.86600000
K2-407 b,K2-407,1.28300000,5563.00,0.927000,0.881000,15h30m13.26s,232.5552584,-23d00m24.25s,-23.0067371,218.37600000
K2-407 c,K2-407,1.36000000,5563.00,0.927000,0.881000,15h30m13.26s,232.5552584,-23d00m24.25s,-23.0067371,218.37600000
Lupus-TR-3 b,Lupus-TR-3,9.97600000,5000.00,0.820000,0.870000,15h30m18.59s,232.5774696,-42d58m47.81s,-42.9799461,773.40900000
TOI-1411 b,TOI-1411,1.19880592,4115.00,0.614000,0.604500,15h31m47.05s,232.9460470,+47d03m19.98s,47.0555507,32.47780000
K2-287 b,K2-287,9.49402300,5695.00,1.070000,1.056000,15h32m17.84s,233.0743401,-22d21m30.04s,-22.3583447,158.33500000
K2-286 b,K2-286,2.10000000,3926.00,0.620000,0.640000,15h33m28.76s,233.3698192,-16d46m25.36s,-16.7737113,76.14860000
TOI-3474 b,TOI-3474,14.67255574,6020.00,1.256000,1.121000,15h34m00.80s,233.5033482,-47d57m49.17s,-47.9636597,420.12300000
K2-316 b,K2-316,1.33000000,3436.00,0.379000,0.408000,15h34m29.94s,233.6247336,-23d15m34.08s,-23.2594663,112.48600000
K2-316 c,K2-316,1.83000000,3436.00,0.379000,0.408000,15h34m29.94s,233.6247336,-23d15m34.08s,-23.2594663,112.48600000
HD 139357 b,HD 139357,12.10000000,4700.00,11.470000,2.690000,15h35m16.17s,233.8173564,+53d55m19.74s,53.9221505,112.09000000
gam Lib b,gam Lib,13.70000000,4879.00,12.380000,1.780000,15h35m31.65s,233.8818636,-14d47m22.21s,-14.7895020,47.40170000
gam Lib c,gam Lib,12.80000000,4879.00,12.380000,1.780000,15h35m31.65s,233.8818636,-14d47m22.21s,-14.7895020,47.40170000
HD 137388 b,HD 137388,9.32000000,5181.00,0.880000,0.680000,15h35m39.62s,233.9150820,-80d12m15.90s,-80.2044169,40.48410000
TOI-2019 b,TOI-2019,5.33275337,5626.00,1.745700,1.183200,15h37m43.62s,234.4317651,+48d57m18.74s,48.9552060,198.00700000
TOI-3464 b,TOI-3464,13.76462830,6370.00,1.560000,1.363000,15h37m55.93s,234.4830357,-44d47m23.92s,-44.7899772,597.77400000
TOI-913 b,TOI-913,2.45280000,4969.00,0.732500,0.820000,15h38m17.36s,234.5723244,-80d48m12.34s,-80.8034265,65.17690000
K2-290 b,K2-290,3.06000000,6302.00,1.511000,1.194000,15h39m25.89s,234.8578846,-20d11m56.03s,-20.1988975,272.90900000
K2-290 c,K2-290,11.27625400,6302.00,1.511000,1.194000,15h39m25.89s,234.8578846,-20d11m56.03s,-20.1988975,272.90900000
HD 141004 b,HD 141004,3.77000000,5885.38,1.389372,1.051904,15h46m26.38s,236.6099205,+07d21m09.97s,7.3527684,11.81480000
HD 141399 b,HD 141399,14.30000000,5600.00,1.387236,1.070000,15h46m53.65s,236.7235392,+46d59m10.64s,46.9862880,37.01690000
HD 141399 c,HD 141399,13.60000000,5600.00,1.387236,1.070000,15h46m53.65s,236.7235392,+46d59m10.64s,46.9862880,37.01690000
